Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,ACS18_5yr_B03002001,ACS18_5yr_B03002002,ACS18_5yr_B03002003,ACS18_5yr_B03002004,ACS18_5yr_B03002005,ACS18_5yr_B03002006,ACS18_5yr_B03002007,ACS18_5yr_B03002008,ACS18_5yr_B03002009,ACS18_5yr_B03002010,ACS18_5yr_B03002011,ACS18_5yr_B03002012,ACS18_5yr_B03002013,ACS18_5yr_B03002014,ACS18_5yr_B03002015,ACS18_5yr_B03002016,ACS18_5yr_B03002017,ACS18_5yr_B03002018,ACS18_5yr_B03002019,ACS18_5yr_B03002020,ACS18_5yr_B03002021,ACS18_5yr_B03002001s,ACS18_5yr_B03002002s,ACS18_5yr_B03002003s,ACS18_5yr_B03002004s,ACS18_5yr_B03002005s,ACS18_5yr_B03002006s,ACS18_5yr_B03002007s,ACS18_5yr_B03002008s,ACS18_5yr_B03002009s,ACS18_5yr_B03002010s,ACS18_5yr_B03002011s,ACS18_5yr_B03002012s,ACS18_5yr_B03002013s,ACS18_5yr_B03002014s,ACS18_5yr_B03002015s,ACS18_5yr_B03002016s,ACS18_5yr_B03002017s,ACS18_5yr_B03002018s,ACS18_5yr_B03002019s,ACS18_5yr_B03002020s,ACS18_5yr_B03002021s,ACS18_5yr_B25003001,ACS18_5yr_B25003002,ACS18_5yr_B25003003,ACS18_5yr_B25003001s,ACS18_5yr_B25003002s,ACS18_5yr_B25003003s
"06059087200","14000US06059087200","Census Tract 872","Census Tract 872, Orange County, California","ca","140","00","ACSSF","0006933",,,,,"06","059",,,,"087200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7813,2860,1821,259,0,612,56,0,112,0,112,4953,3924,0,25,0,0,794,210,62,148,336.3636,252.1212,160,96.9697,10.30303,161.8182,52.12121,10.30303,41.21212,10.30303,41.21212,256.9697,420.606,10.30303,25.45455,10.30303,10.30303,303.6364,109.0909,41.81818,105.4545,2534,954,1580,51.51515,99.39394,100.6061
"06059087300","14000US06059087300","Census Tract 873","Census Tract 873, Orange County, California","ca","140","00","ACSSF","0006934",,,,,"06","059",,,,"087300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609,3055,1690,71,21,1090,10,0,173,0,173,7554,5859,0,72,52,0,1371,200,163,37,610.303,185.4545,184.2424,47.87879,18.18182,133.9394,10.90909,11.51515,82.42424,11.51515,82.42424,647.8788,641.2121,11.51515,64.24242,50.30303,11.51515,393.3333,103.6364,95.75758,35.75758,3071,677,2394,81.21212,82.42424,93.33334
"06059087401","14000US06059087401","Census Tract 874.01","Census Tract 874.01, Orange County, California","ca","140","00","ACSSF","0006935",,,,,"06","059",,,,"087401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4993,2403,1020,62,1,1185,0,12,123,0,123,2590,2237,0,27,0,0,291,35,35,0,204.2424,158.1818,132.1212,52.12121,1.212121,84.24242,7.272727,12.12121,51.51515,7.272727,51.51515,176.3636,227.2727,7.272727,26.06061,7.272727,7.272727,113.3333,26.66667,26.66667,7.272727,1478,1229,249,48.48485,68.48485,62.42424
"06059087403","14000US06059087403","Census Tract 874.03","Census Tract 874.03, Orange County, California","ca","140","00","ACSSF","0006936",,,,,"06","059",,,,"087403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3687,630,353,5,0,157,103,0,12,0,12,3057,2587,4,49,0,0,417,0,0,0,173.3333,120,76.9697,6.666667,7.272727,55.15152,92.72727,7.272727,7.272727,7.272727,7.272727,190.9091,182.4242,5.454545,27.87879,7.272727,7.272727,152.7273,7.272727,7.272727,7.272727,813,257,556,21.81818,36.36364,35.75758
"06059087404","14000US06059087404","Census Tract 874.04","Census Tract 874.04, Orange County, California","ca","140","00","ACSSF","0006937",,,,,"06","059",,,,"087404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4158,341,187,0,0,154,0,0,0,0,0,3817,3442,0,19,8,0,275,73,27,46,233.3333,84.24242,56.9697,7.272727,7.272727,59.39394,7.272727,7.272727,7.272727,7.272727,7.272727,279.394,296.3636,7.272727,12.12121,7.272727,7.272727,73.93939,32.12121,15.15152,27.27273,876,218,658,30.30303,30.30303,39.39394
"06059087405","14000US06059087405","Census Tract 874.05","Census Tract 874.05, Orange County, California","ca","140","00","ACSSF","0006938",,,,,"06","059",,,,"087405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5728,669,480,47,0,140,0,0,2,0,2,5059,4643,0,0,0,0,381,35,11,24,295.7576,123.6364,127.2727,29.09091,10.30303,71.51515,10.30303,10.30303,4.848485,10.30303,4.848485,327.2727,333.9394,10.30303,10.30303,10.30303,10.30303,129.697,30.30303,9.090909,27.87879,1338,272,1066,26.66667,41.81818,46.06061
"06059087503","14000US06059087503","Census Tract 875.03","Census Tract 875.03, Orange County, California","ca","140","00","ACSSF","0006939",,,,,"06","059",,,,"087503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229,2174,1195,65,0,794,0,0,120,8,112,4055,3455,52,33,59,0,395,61,26,35,316.9697,221.2121,138.7879,37.57576,10.30303,162.4242,10.30303,10.30303,75.75758,7.878788,75.15151,387.8788,420.606,48.48485,32.72727,28.48485,10.30303,140.6061,37.57576,21.81818,23.0303,1677,630,1047,62.42424,58.18182,79.39394
"06059087504","14000US06059087504","Census Tract 875.04","Census Tract 875.04, Orange County, California","ca","140","00","ACSSF","0006940",,,,,"06","059",,,,"087504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7448,1544,343,42,29,868,227,0,35,0,35,5904,4762,0,0,22,0,1097,23,0,23,324.8485,240.6061,87.27273,28.48485,19.39394,134.5455,187.2727,10.30303,18.78788,10.30303,18.78788,413.9394,417.5757,10.30303,10.30303,19.39394,10.30303,298.1818,15.75758,10.30303,15.75758,1699,318,1381,44.24242,44.84848,56.36364
"06059087505","14000US06059087505","Census Tract 875.05","Census Tract 875.05, Orange County, California","ca","140","00","ACSSF","0006941",,,,,"06","059",,,,"087505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4929,1738,801,99,0,602,49,0,187,0,187,3191,2460,21,12,0,0,540,158,24,134,244.8485,141.8182,115.7576,41.81818,7.272727,97.57576,49.09091,7.272727,76.9697,7.272727,76.9697,239.3939,250.9091,20,10.90909,7.272727,7.272727,160.6061,100.6061,26.06061,103.6364,1363,493,870,43.63636,58.78788,58.18182
"06059087601","14000US06059087601","Census Tract 876.01","Census Tract 876.01, Orange County, California","ca","140","00","ACSSF","0006942",,,,,"06","059",,,,"087601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5263,2424,1245,84,0,1003,0,0,92,0,92,2839,2062,7,0,18,8,674,70,32,38,292.1212,193.3333,152.7273,56.9697,10.30303,139.3939,10.30303,10.30303,46.06061,10.30303,46.06061,323.0303,321.2121,6.060606,10.30303,16.36364,7.878788,262.4243,41.21212,18.18182,36.9697,1395,489,906,40.60606,55.15152,61.81818
"06059087602","14000US06059087602","Census Tract 876.02","Census Tract 876.02, Orange County, California","ca","140","00","ACSSF","0006943",,,,,"06","059",,,,"087602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7937,3319,1575,329,0,1326,0,0,89,0,89,4618,4104,0,0,0,0,431,83,39,44,478.1818,221.2121,264.8485,160,10.30303,218.1818,10.30303,10.30303,54.54546,10.30303,54.54546,456.3636,466.6667,10.30303,10.30303,10.30303,10.30303,224.8485,46.66667,29.69697,40.60606,2161,1040,1121,29.69697,95.15151,100.6061
"06059087701","14000US06059087701","Census Tract 877.01","Census Tract 877.01, Orange County, California","ca","140","00","ACSSF","0006944",,,,,"06","059",,,,"087701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985,3423,1526,152,0,1486,0,0,259,77,182,2562,2104,0,0,22,0,413,23,0,23,237.5758,203.0303,176.3636,61.81818,10.30303,176.9697,10.30303,10.30303,87.87878,69.69697,63.0303,244.8485,240,10.30303,10.30303,14.54545,10.30303,142.4242,22.42424,10.30303,22.42424,1703,842,861,42.42424,74.54546,81.81818
"06059087703","14000US06059087703","Census Tract 877.03","Census Tract 877.03, Orange County, California","ca","140","00","ACSSF","0006945",,,,,"06","059",,,,"087703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6193,3511,1372,132,11,1703,39,0,254,17,237,2682,1716,0,9,0,0,778,179,22,157,327.8788,263.0303,156.9697,75.15151,10.30303,175.1515,30.30303,10.30303,164.8485,15.75758,164.2424,273.3333,350.9091,10.30303,8.484848,10.30303,10.30303,292.7273,107.2727,15.75758,105.4545,1509,950,559,45.45454,83.0303,90.30303
"06059087704","14000US06059087704","Census Tract 877.04","Census Tract 877.04, Orange County, California","ca","140","00","ACSSF","0006946",,,,,"06","059",,,,"087704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5314,3175,1255,48,15,1529,22,0,306,17,289,2139,1713,8,0,0,0,399,19,19,0,223.6364,207.8788,142.4242,32.12121,11.51515,84.24242,15.15152,10.30303,116.3636,12.72727,115.7576,182.4242,171.5152,9.69697,10.30303,10.30303,10.30303,132.7273,13.93939,13.93939,10.30303,1260,919,341,41.81818,66.06061,51.51515
"06059087801","14000US06059087801","Census Tract 878.01","Census Tract 878.01, Orange County, California","ca","140","00","ACSSF","0006947",,,,,"06","059",,,,"087801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5076,2681,1246,117,10,1219,0,9,80,0,80,2395,1981,0,44,15,0,236,119,40,79,229.697,211.5152,133.3333,57.57576,9.69697,164.2424,10.30303,7.878788,43.0303,10.30303,43.0303,218.1818,209.0909,10.30303,35.15152,10.30303,10.30303,110.9091,53.33333,24.24242,47.27273,1576,861,715,44.84848,78.78788,77.57576
"06059087802","14000US06059087802","Census Tract 878.02","Census Tract 878.02, Orange County, California","ca","140","00","ACSSF","0006948",,,,,"06","059",,,,"087802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7261,3749,1890,20,0,1778,0,0,61,0,61,3512,2532,0,11,111,0,533,325,160,165,427.8788,285.4546,201.8182,20,10.30303,253.3333,10.30303,10.30303,44.24242,10.30303,44.24242,415.1515,430.303,10.30303,10.30303,67.27273,10.30303,170.9091,161.2121,85.45454,133.9394,2085,1060,1025,83.63636,107.2727,108.4848
"06059087803","14000US06059087803","Census Tract 878.03","Census Tract 878.03, Orange County, California","ca","140","00","ACSSF","0006949",,,,,"06","059",,,,"087803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5833,2334,492,54,0,1483,166,11,128,0,128,3499,2804,0,0,0,0,598,97,83,14,291.5151,206.0606,100,32.12121,10.30303,229.697,133.9394,12.72727,77.57576,10.30303,77.57576,312.7273,423.0303,10.30303,10.30303,10.30303,10.30303,185.4545,56.36364,48.48485,13.33333,1338,299,1039,53.93939,40.60606,67.87878
"06059087805","14000US06059087805","Census Tract 878.05","Census Tract 878.05, Orange County, California","ca","140","00","ACSSF","0006950",,,,,"06","059",,,,"087805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6847,3085,1086,305,0,1379,200,16,99,0,99,3762,2783,26,13,0,0,832,108,108,0,324.8485,207.8788,169.697,110.303,10.30303,176.3636,125.4545,15.75758,57.57576,10.30303,57.57576,292.7273,336.3636,24.84848,12.12121,10.30303,10.30303,238.1818,95.15151,95.15151,10.30303,1734,931,803,60.60606,73.33334,80.60606
"06059087806","14000US06059087806","Census Tract 878.06","Census Tract 878.06, Orange County, California","ca","140","00","ACSSF","0006951",,,,,"06","059",,,,"087806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6190,2301,945,107,0,942,0,38,269,0,269,3889,2894,13,40,0,0,804,138,19,119,354.5454,298.7879,195.7576,63.63636,10.30303,144.2424,10.30303,36.36364,164.8485,10.30303,164.8485,334.5454,421.8182,12.72727,36.36364,10.30303,10.30303,235.1515,66.66666,12.72727,65.45454,1602,497,1105,33.93939,64.84849,69.09091
"06059087901","14000US06059087901","Census Tract 879.01","Census Tract 879.01, Orange County, California","ca","140","00","ACSSF","0006952",,,,,"06","059",,,,"087901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4072,2417,604,63,0,1669,0,9,72,0,72,1655,1089,0,70,0,0,496,0,0,0,302.4243,213.3333,81.81818,23.63636,7.272727,215.7576,7.272727,9.090909,27.27273,7.272727,27.27273,322.4243,356.9697,7.272727,63.0303,7.272727,7.272727,187.8788,7.272727,7.272727,7.272727,1214,592,622,33.93939,60,57.57576
"06059087902","14000US06059087902","Census Tract 879.02","Census Tract 879.02, Orange County, California","ca","140","00","ACSSF","0006953",,,,,"06","059",,,,"087902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5587,2888,608,54,153,2007,22,14,30,0,30,2699,1921,21,66,52,0,623,16,16,0,356.9697,276.9697,163.6364,34.54546,108.4848,185.4545,21.21212,12.72727,15.15152,10.30303,15.15152,307.2727,324.8485,21.81818,63.0303,50.90909,10.30303,184.8485,15.75758,15.75758,10.30303,1247,634,613,46.06061,71.51515,73.33334
"06059088001","14000US06059088001","Census Tract 880.01","Census Tract 880.01, Orange County, California","ca","140","00","ACSSF","0006954",,,,,"06","059",,,,"088001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4624,3447,832,30,16,2383,122,0,64,0,64,1177,803,9,52,0,0,313,0,0,0,301.8182,287.8788,136.3636,20.60606,18.18182,254.5455,181.8182,7.272727,46.06061,7.272727,46.06061,195.7576,210.303,8.484848,60,7.272727,7.272727,93.93939,7.272727,7.272727,7.272727,1208,755,453,36.9697,68.48485,59.39394
"06059088002","14000US06059088002","Census Tract 880.02","Census Tract 880.02, Orange County, California","ca","140","00","ACSSF","0006955",,,,,"06","059",,,,"088002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3992,2818,1030,0,0,1751,26,0,11,0,11,1174,594,0,0,14,0,530,36,11,25,195.1515,192.1212,99.39394,7.272727,7.272727,169.0909,24.24242,7.272727,9.69697,7.272727,9.69697,148.4848,133.9394,7.272727,7.272727,10.30303,7.272727,154.5455,35.15152,11.51515,23.63636,1124,667,457,28.48485,50.30303,51.51515
"06059088101","14000US06059088101","Census Tract 881.01","Census Tract 881.01, Orange County, California","ca","140","00","ACSSF","0006956",,,,,"06","059",,,,"088101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2236,1427,701,160,1,440,0,0,125,0,125,809,478,0,8,0,0,277,46,42,4,107.2727,133.3333,100,67.27273,3.030303,112.7273,7.272727,7.272727,59.39394,7.272727,59.39394,126.6667,112.7273,7.272727,6.666667,7.272727,7.272727,104.8485,29.09091,28.48485,4.848485,675,398,277,20,35.15152,35.15152
"06059088104","14000US06059088104","Census Tract 881.04","Census Tract 881.04, Orange County, California","ca","140","00","ACSSF","0006957",,,,,"06","059",,,,"088104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4726,2662,1160,53,104,1251,20,0,74,0,74,2064,1321,0,0,30,0,609,104,27,77,185.4545,135.7576,98.78788,40.60606,92.72727,173.3333,18.78788,7.272727,30.30303,7.272727,30.30303,182.4242,199.3939,7.272727,7.272727,20.60606,7.272727,134.5455,44.24242,23.63636,36.9697,1612,716,896,46.66667,57.57576,64.84849
"06059088105","14000US06059088105","Census Tract 881.05","Census Tract 881.05, Orange County, California","ca","140","00","ACSSF","0006958",,,,,"06","059",,,,"088105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4862,3163,881,45,0,2133,0,33,71,0,71,1699,1154,0,0,0,0,483,62,36,26,223.0303,183.0303,121.2121,36.9697,7.272727,162.4242,7.272727,31.51515,30.90909,7.272727,30.90909,223.0303,271.5151,7.272727,7.272727,7.272727,7.272727,275.1515,38.78788,27.87879,23.63636,1083,831,252,27.27273,52.12121,44.24242
"06059088106","14000US06059088106","Census Tract 881.06","Census Tract 881.06, Orange County, California","ca","140","00","ACSSF","0006959",,,,,"06","059",,,,"088106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5148,3224,890,36,0,2229,0,0,69,0,69,1924,1090,0,0,0,0,726,108,81,27,203.0303,184.2424,84.84849,24.84848,10.30303,172.7273,10.30303,10.30303,29.09091,10.30303,29.09091,276.3636,225.4545,10.30303,10.30303,10.30303,10.30303,182.4242,69.09091,63.63636,25.45455,1675,779,896,43.0303,63.63636,61.21212
"06059088107","14000US06059088107","Census Tract 881.07","Census Tract 881.07, Orange County, California","ca","140","00","ACSSF","0006960",,,,,"06","059",,,,"088107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5755,4500,864,2,9,3484,23,0,118,10,108,1255,979,0,0,0,0,276,0,0,0,292.7273,242.4242,132.1212,2.424242,8.484848,260.606,21.81818,10.30303,49.09091,9.090909,47.87879,195.1515,209.0909,10.30303,10.30303,10.30303,10.30303,82.42424,10.30303,10.30303,10.30303,1729,864,865,32.72727,73.33334,73.93939
"06059088201","14000US06059088201","Census Tract 882.01","Census Tract 882.01, Orange County, California","ca","140","00","ACSSF","0006961",,,,,"06","059",,,,"088201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4362,2281,960,36,0,1285,0,0,0,0,0,2081,1441,8,0,0,0,628,4,4,0,237.5758,159.3939,140.6061,23.63636,7.272727,132.7273,7.272727,7.272727,7.272727,7.272727,7.272727,267.2727,283.0303,7.272727,7.272727,7.272727,7.272727,276.3636,6.060606,6.060606,7.272727,1133,612,521,19.39394,56.36364,55.75758
"06059088202","14000US06059088202","Census Tract 882.02","Census Tract 882.02, Orange County, California","ca","140","00","ACSSF","0006962",,,,,"06","059",,,,"088202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3337,2524,1161,79,0,1202,0,11,71,0,71,813,449,0,0,0,0,344,20,0,20,159.3939,158.7879,138.1818,49.09091,7.272727,100,7.272727,12.12121,25.45455,7.272727,25.45455,111.5152,102.4242,7.272727,7.272727,7.272727,7.272727,98.78788,11.51515,7.272727,11.51515,884,632,252,25.45455,45.45454,40.60606
"06059088203","14000US06059088203","Census Tract 882.03","Census Tract 882.03, Orange County, California","ca","140","00","ACSSF","0006963",,,,,"06","059",,,,"088203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5013,3560,1249,18,218,1936,0,0,139,0,139,1453,829,7,22,0,0,506,89,23,66,250.9091,235.1515,203.0303,15.75758,115.7576,160.6061,10.30303,10.30303,69.09091,10.30303,69.09091,195.1515,163.6364,6.666667,22.42424,10.30303,10.30303,188.4848,49.09091,16.36364,45.45454,1480,635,845,44.84848,65.45454,55.15152
"06059088301","14000US06059088301","Census Tract 883.01","Census Tract 883.01, Orange County, California","ca","140","00","ACSSF","0006964",,,,,"06","059",,,,"088301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6709,3646,1488,9,0,2087,29,0,33,0,33,3063,1760,0,0,0,0,1263,40,24,16,297.5757,235.7576,166.6667,6.666667,10.30303,181.8182,30.30303,10.30303,20.60606,10.30303,20.60606,294.5454,307.2727,10.30303,10.30303,10.30303,10.30303,255.1515,29.09091,21.81818,17.57576,1764,978,786,33.93939,78.78788,84.84849
"06059088302","14000US06059088302","Census Tract 883.02","Census Tract 883.02, Orange County, California","ca","140","00","ACSSF","0006965",,,,,"06","059",,,,"088302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6331,5041,1636,56,17,3252,36,0,44,0,44,1290,1038,0,0,0,0,210,42,42,0,267.8788,237.5758,158.7879,32.12121,16.36364,271.5151,26.66667,10.30303,30.90909,10.30303,30.90909,261.2121,242.4242,10.30303,10.30303,10.30303,10.30303,90.30303,25.45455,25.45455,10.30303,1776,1217,559,36.36364,71.51515,73.33334
"06059088401","14000US06059088401","Census Tract 884.01","Census Tract 884.01, Orange County, California","ca","140","00","ACSSF","0006966",,,,,"06","059",,,,"088401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5632,3235,1230,57,7,1849,0,0,92,0,92,2397,1544,58,0,0,20,708,67,67,0,224.2424,192.1212,113.3333,26.06061,7.272727,137.5758,10.30303,10.30303,40.60606,10.30303,40.60606,193.9394,267.2727,34.54546,10.30303,10.30303,18.78788,229.0909,49.09091,49.09091,10.30303,1324,1044,280,30.30303,61.81818,56.9697
"06059088402","14000US06059088402","Census Tract 884.02","Census Tract 884.02, Orange County, California","ca","140","00","ACSSF","0006967",,,,,"06","059",,,,"088402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813,2587,1012,12,0,1504,0,22,37,0,37,2226,1212,8,20,0,0,951,35,7,28,221.2121,253.3333,180,11.51515,7.272727,241.2121,7.272727,23.0303,20.60606,7.272727,20.60606,289.697,266.6667,7.878788,14.54545,7.272727,7.272727,285.4546,21.81818,6.666667,20.60606,1254,523,731,40,43.0303,54.54546
"06059088403","14000US06059088403","Census Tract 884.03","Census Tract 884.03, Orange County, California","ca","140","00","ACSSF","0006968",,,,,"06","059",,,,"088403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,3451,1151,131,0,2087,0,0,82,12,70,3749,2563,7,14,10,0,1097,58,30,28,330.303,232.1212,137.5758,57.57576,10.30303,233.3333,10.30303,10.30303,49.69697,13.33333,47.87879,301.8182,365.4546,7.272727,13.33333,9.090909,10.30303,281.8182,32.12121,23.63636,21.21212,1816,1025,791,60.60606,84.24242,78.18182
"06059088501","14000US06059088501","Census Tract 885.01","Census Tract 885.01, Orange County, California","ca","140","00","ACSSF","0006969",,,,,"06","059",,,,"088501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6948,3236,959,41,0,2116,18,9,93,0,93,3712,1653,19,0,0,0,1939,101,0,101,316.9697,215.7576,140.6061,24.84848,10.30303,183.6364,13.93939,8.484848,39.39394,10.30303,39.39394,368.4849,296.3636,18.78788,10.30303,10.30303,10.30303,460.606,52.72727,10.30303,52.72727,1874,971,903,46.06061,70.30303,64.84849
"06059088502","14000US06059088502","Census Tract 885.02","Census Tract 885.02, Orange County, California","ca","140","00","ACSSF","0006970",,,,,"06","059",,,,"088502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5462,2314,632,26,0,1475,13,56,112,0,112,3148,1699,0,23,9,0,1307,110,20,90,322.4243,187.2727,103.0303,23.63636,10.30303,156.9697,13.33333,55.75758,48.48485,10.30303,48.48485,350.303,289.0909,10.30303,23.0303,9.090909,10.30303,375.1515,66.66666,13.33333,64.24242,1489,595,894,32.12121,57.57576,58.18182
"06059088601","14000US06059088601","Census Tract 886.01","Census Tract 886.01, Orange County, California","ca","140","00","ACSSF","0006971",,,,,"06","059",,,,"088601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6714,4151,1237,51,0,2724,0,17,122,0,122,2563,1233,0,0,0,0,1296,34,34,0,292.1212,377.5757,219.3939,36.36364,10.30303,329.697,10.30303,16.36364,70.30303,10.30303,70.30303,455.7576,350.9091,10.30303,10.30303,10.30303,10.30303,423.0303,33.93939,33.93939,10.30303,2229,1122,1107,53.93939,113.3333,113.3333
"06059088602","14000US06059088602","Census Tract 886.02","Census Tract 886.02, Orange County, California","ca","140","00","ACSSF","0006972",,,,,"06","059",,,,"088602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4521,3002,922,43,40,1863,0,20,114,10,104,1519,874,0,3,81,6,555,0,0,0,231.5152,173.9394,121.8182,30.30303,36.9697,151.5152,7.272727,18.18182,46.66667,10.90909,44.84848,199.3939,183.6364,7.272727,12.72727,70.30303,6.060606,189.697,7.272727,7.272727,7.272727,1331,633,698,35.75758,60,69.09091
"06059088701","14000US06059088701","Census Tract 887.01","Census Tract 887.01, Orange County, California","ca","140","00","ACSSF","0006973",,,,,"06","059",,,,"088701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6164,3968,757,73,0,3043,0,13,82,0,82,2196,1348,18,0,0,8,783,39,15,24,196.9697,189.0909,89.69697,50.30303,10.30303,209.697,10.30303,9.69697,33.33333,10.30303,33.33333,196.3636,206.0606,16.9697,10.30303,10.30303,7.878788,180.6061,22.42424,15.15152,17.57576,1952,583,1369,35.15152,50.30303,61.21212
"06059088702","14000US06059088702","Census Tract 887.02","Census Tract 887.02, Orange County, California","ca","140","00","ACSSF","0006974",,,,,"06","059",,,,"088702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6461,4281,561,54,13,3565,0,0,88,0,88,2180,1082,5,27,16,0,951,99,41,58,286.0606,237.5758,81.21212,40,11.51515,231.5152,10.30303,10.30303,53.33333,10.30303,53.33333,247.8788,289.0909,4.242424,27.27273,14.54545,10.30303,176.3636,49.09091,19.39394,41.21212,1583,792,791,27.27273,60.60606,56.36364
"06059088801","14000US06059088801","Census Tract 888.01","Census Tract 888.01, Orange County, California","ca","140","00","ACSSF","0006975",,,,,"06","059",,,,"088801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7900,6176,1223,414,0,4369,0,0,170,0,170,1724,764,0,30,16,0,809,105,16,89,287.8788,289.0909,207.8788,135.1515,10.30303,267.8788,10.30303,10.30303,103.6364,10.30303,103.6364,291.5151,191.5152,10.30303,21.21212,14.54545,10.30303,232.7273,52.72727,15.75758,52.12121,2616,798,1818,52.72727,88.48485,94.54546
"06059088802","14000US06059088802","Census Tract 888.02","Census Tract 888.02, Orange County, California","ca","140","00","ACSSF","0006976",,,,,"06","059",,,,"088802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5072,3628,661,2,0,2886,3,22,54,0,54,1444,680,0,18,0,0,746,0,0,0,206.6667,155.7576,80,2.424242,10.30303,146.0606,3.030303,21.21212,24.84848,10.30303,24.84848,182.4242,152.7273,10.30303,17.57576,10.30303,10.30303,164.2424,10.30303,10.30303,10.30303,1453,689,764,33.33333,47.87879,53.93939
"06059088901","14000US06059088901","Census Tract 889.01","Census Tract 889.01, Orange County, California","ca","140","00","ACSSF","0006977",,,,,"06","059",,,,"088901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7060,6080,760,72,64,5032,0,0,152,37,115,980,242,0,10,0,0,696,32,0,32,271.5151,258.1818,140,38.18182,46.06061,235.1515,10.30303,10.30303,74.54546,35.15152,66.06061,176.9697,107.2727,10.30303,9.69697,10.30303,10.30303,170.303,30.90909,10.30303,30.90909,1729,830,899,33.93939,55.75758,60
